ID,Date,mood,circumplex.arousal,circumplex.valence,activity,screen,call,sms,appCat.builtin,appCat.communication,appCat.entertainment,appCat.finance,appCat.game,appCat.office,appCat.other,appCat.social,appCat.travel,appCat.unknown,appCat.utilities,appCat.weather,t
AS14.07,2014-04-01,6.6,-1.0,0.0,,,,,,,,,,,,,,,,,44.0
AS14.07,2014-04-02,5.5,-1.25,0.0,,,,,,,,,,,,,,,,,45.0
AS14.07,2014-04-03,6.2,-0.4,0.0,,,,,,,,,,,,,,,,,46.0
AS14.07,2014-04-04,6.5,-0.75,363.42900000000003,,,,,,,,,,,,,,,,,47.0
AS14.07,2014-04-05,6.0,0.0,0.0,,,,,,,,,,,,,,,,,48.0
AS14.07,2014-04-06,6.75,-0.75,1.002,,,,,,,,,,,,,,,,,49.0
AS14.07,2014-04-07,5.4,-0.6,0.0,,,,,,,,,,,,,,,,,50.0
AS14.07,2014-04-08,6.8,-0.4,0.0,,,,,,,,,,,,,,,,,51.0
AS14.07,2014-04-09,6.4,-1.0,6.037999999999999,,,,,,,,,,,,,,,,,52.0
AS14.07,2014-04-10,6.2,0.4,0.0,,,,,,,,,,,,,,,,,53.0
AS14.07,2014-04-11,3.5,0.5,0.0,,,,,,,,,,,,,,,,,54.0
AS14.07,2014-04-12,6.4,0.0,0.0,,,,,,,,,,,,,,,,,55.0
AS14.07,2014-04-13,6.5,-0.25,0.0,,,,,,,,,,,,,,,,,56.0
AS14.07,2014-04-14,6.2,-0.2,0.0,,,,,,,,,,,,,,,,,57.0
AS14.07,2014-04-15,6.0,-0.75,0.0,,,,,,,,,,,,,,,,,58.0
AS14.07,2014-04-16,4.75,-1.25,0.0,,,,,,,,,,,,,,,,,59.0
AS14.07,2014-04-17,3.8,-1.2,0.0,,,,,,,,,,,,,,,,,60.0
AS14.07,2014-04-18,5.2,-1.0,0.0,,,,,,,,,,,,,,,,,61.0
AS14.07,2014-04-19,7.0,0.25,0.0,,,,,,,,,,,,,,,,,62.0
AS14.07,2014-04-20,3.0,-2.0,0.0,,,,,,,,,,,,,,,,,63.0
AS14.07,2014-04-21,6.6,-0.4,0.0,,,,,,,,,,,,,,,,,64.0
AS14.07,2014-04-22,6.0,-0.2,0.0,,,,,,,,,,,,,,,,,65.0
AS14.07,2014-04-23,6.0,-0.6666666666666666,0.0,,,,,,,,,,,,,,,,,66.0
AS14.07,2014-04-24,5.6,-0.6,1.003,,,,,,,,,,,,,,,,,67.0
AS14.07,2014-04-25,3.3333333333333335,0.3333333333333333,0.0,,,,,,,,,,,,,,,,,68.0
AS14.07,2014-04-26,5.4,-0.4,0.0,,,,,,,,,,,,,,,,,69.0
AS14.07,2014-04-27,6.0,-0.6,0.0,,,,,,,,,,,,,,,,,70.0
AS14.07,2014-04-28,6.75,0.25,7.209999999999999,,,,,,,,,,,,,,,,,71.0
AS14.07,2014-04-29,5.0,-2.0,184.86200000000002,,,,,,,,,,,,,,,,,72.0
AS14.07,2014-04-30,5.0,-2.0,206.91199999999998,,,,,,,,,,,,,,,,,73.0
AS14.07,2014-05-01,5.0,-1.6666666666666667,98.51500000000001,,,,,,,,,,,,,,,,,74.0
AS14.07,2014-05-02,6.2,-0.6,112.095,,,,,,,,,,,,,,,,,75.0
AS14.07,2014-05-03,5.666666666666667,-0.6666666666666666,871.9999999999999,,,,,,,,,,,,,,,,,76.0
AS14.07,2014-05-04,8.0,-1.0,251.575,,,,,,,,,,,,,,,,,77.0
AS14.07,2014-05-05,5.5,-1.5,0.5,,,,,,,,,,,,,,,,,78.0
AS14.08,2014-03-05,6.333333333333333,0.0,0.0,,,,,,,,,,,,,,,,,17.0
AS14.08,2014-03-06,7.2,-0.6,13.0,,,,,,,,,,,,,,,,,18.0
AS14.08,2014-03-07,7.4,0.6,3.0,,,,,,,,,,,,,,,,,19.0
AS14.08,2014-03-08,7.0,0.0,0.0,,,,,,,,,,,,,,,,,20.0
AS14.08,2014-03-09,7.2,-1.0,0.0,,,,,,,,,,,,,,,,,21.0
AS14.08,2014-03-10,6.8,-1.0,4.0,,,,,,,,,,,,,,,,,22.0
AS14.08,2014-03-11,6.6,0.4,3.0,,,,,,,,,,,,,,,,,23.0
AS14.08,2014-03-12,7.0,0.6,0.0,,,,,,,,,,,,,,,,,24.0
AS14.08,2014-03-13,6.6,0.0,13.062000000000001,,,,,,,,,,,,,,,,,25.0
AS14.08,2014-03-14,7.4,-0.2,20.109,,,,,,,,,,,,,,,,,26.0
AS14.08,2014-03-15,6.4,-0.6,0.0,,,,,,,,,,,,,,,,,27.0
AS14.08,2014-03-16,7.0,-1.25,11.119000000000002,,,,,,,,,,,,,,,,,28.0
AS14.08,2014-03-17,5.4,0.0,0.0,,,,,,,,,,,,,,,,,29.0
AS14.08,2014-03-18,6.4,-0.2,0.0,,,,,,,,,,,,,,,,,30.0
AS14.08,2014-03-19,7.0,-0.2,18.195999999999998,,,,,,,,,,,,,,,,,31.0
AS14.08,2014-03-20,6.4,-0.2,0.0,,,,,,,,,,,,,,,,,32.0
AS14.08,2014-03-21,6.6,-0.4,48.315999999999995,,,,,,,,,,,,,,,,,33.0
AS14.08,2014-03-22,6.4,-0.4,16.075,,,,,,,,,,,,,,,,,34.0
AS14.08,2014-03-23,7.2,-0.2,82.451,,,,,,,,,,,,,,,,,35.0
AS14.08,2014-03-24,6.8,-0.8,11.062999999999999,,,,,,,,,,,,,,,,,36.0
AS14.08,2014-03-25,7.2,-0.6,0.0,,,,,,,,,,,,,,,,,37.0
AS14.08,2014-03-26,6.5,-0.25,11.029000000000002,,,,,,,,,,,,,,,,,38.0
AS14.08,2014-03-27,6.333333333333333,0.0,24.05,,,,,,,,,,,,,,,,,39.0
AS14.08,2014-03-28,6.25,-0.25,0.0,,,,,,,,,,,,,,,,,40.0
AS14.08,2014-03-29,7.166666666666667,-0.16666666666666666,0.0,,,,,,,,,,,,,,,,,41.0
AS14.08,2014-03-30,6.8,0.0,0.0,,,,,,,,,,,,,,,,,42.0
AS14.08,2014-03-31,7.6,0.0,14.035,,,,,,,,,,,,,,,,,43.0
AS14.08,2014-04-01,7.2,-1.0,3.005,,,,,,,,,,,,,,,,,44.0
AS14.08,2014-04-02,6.6,-0.4,20.146,,,,,,,,,,,,,,,,,45.0
AS14.08,2014-04-03,7.0,0.0,50.577,,,,,,,,,,,,,,,,,46.0
AS14.08,2014-04-04,7.5,0.25,9.065,,,,,,,,,,,,,,,,,47.0
AS14.08,2014-04-05,7.4,0.2,17.057,,,,,,,,,,,,,,,,,48.0
AS14.08,2014-04-06,7.6,0.0,11.055,,,,,,,,,,,,,,,,,49.0
AS14.08,2014-04-07,7.0,0.0,0.0,,,,,,,,,,,,,,,,,50.0
AS14.08,2014-04-08,6.5,-0.25,31.197,,,,,,,,,,,,,,,,,51.0
AS14.08,2014-04-09,6.25,0.25,6.016,,,,,,,,,,,,,,,,,52.0
AS14.08,2014-04-10,7.6,1.2,47.583,,,,,,,,,,,,,,,,,53.0
AS14.08,2014-04-11,7.6,0.6,3.01,,,,,,,,,,,,,,,,,54.0
AS14.08,2014-04-12,7.0,0.0,0.0,,,,,,,,,,,,,,,,,55.0
AS14.08,2014-04-13,7.6,0.0,5.043,,,,,,,,,,,,,,,,,56.0
AS14.08,2014-04-14,6.6,0.2,31.393,,,,,,,,,,,,,,,,,57.0
AS14.08,2014-04-15,6.4,-0.8,0.0,,,,,,,,,,,,,,,,,58.0
AS14.08,2014-04-16,6.6,-0.6,33.39,,,,,,,,,,,,,,,,,59.0
AS14.08,2014-04-17,6.2,-1.0,3.0380000000000003,,,,,,,,,,,,,,,,,60.0
AS14.08,2014-04-18,6.0,-0.4,0.0,,,,,,,,,,,,,,,,,61.0
AS14.08,2014-04-19,7.8,1.4,7.023,,,,,,,,,,,,,,,,,62.0
AS14.08,2014-04-20,6.4,-1.2,15.074000000000002,,,,,,,,,,,,,,,,,63.0
AS14.08,2014-04-21,6.4,-1.0,6.026,,,,,,,,,,,,,,,,,64.0
AS14.08,2014-04-22,6.0,-0.6,0.0,,,,,,,,,,,,,,,,,65.0
AS14.08,2014-04-23,5.6,0.0,0.0,,,,,,,,,,,,,,,,,66.0
AS14.08,2014-04-24,6.666666666666667,0.3333333333333333,0.0,,,,,,,,,,,,,,,,,67.0
AS14.08,2014-04-25,6.333333333333333,0.0,0.0,,,,,,,,,,,,,,,,,68.0
AS14.08,2014-04-26,6.0,-0.5,0.0,,,,,,,,,,,,,,,,,69.0
AS14.08,2014-04-27,6.0,-0.8333333333333334,0.0,,,,,,,,,,,,,,,,,70.0
AS14.08,2014-04-28,5.8,-0.8,0.0,,,,,,,,,,,,,,,,,71.0
AS14.08,2014-04-29,5.75,-0.25,0.0,,,,,,,,,,,,,,,,,72.0
AS14.08,2014-04-30,6.666666666666667,-0.5,0.0,,,,,,,,,,,,,,,,,73.0
AS14.08,2014-05-01,7.0,0.4,202.552,,,,,,,,,,,,,,,,,74.0
AS14.08,2014-05-02,7.2,-0.4,3.1719999999999997,,,,,,,,,,,,,,,,,75.0
AS14.08,2014-05-03,7.4,0.4,44.214000000000006,,,,,,,,,,,,,,,,,76.0
AS14.08,2014-05-04,6.8,-0.2,311.757,,,,,,,,,,,,,,,,,77.0
AS14.08,2014-05-05,6.666666666666667,-1.0,204.48199999999997,,,,,,,,,,,,,,,,,78.0
AS14.09,2014-03-21,7.0,0.0,2.02,,,,,,,,,,,,,,,,,33.0
AS14.09,2014-03-22,7.0,0.0,3.02,,,,,,,,,,,,,,,,,34.0
AS14.09,2014-03-23,6.75,0.75,0.0,,,,,,,,,,,,,,,,,35.0
AS14.09,2014-03-24,7.25,0.5,0.0,,,,,,,,,,,,,,,,,36.0
AS14.09,2014-03-25,6.2,0.4,17.433,,,,,,,,,,,,,,,,,37.0
AS14.09,2014-03-26,7.75,0.5,0.0,,,,,,,,,,,,,,,,,38.0
AS14.09,2014-03-27,7.8,-0.4,14.395999999999999,,,,,,,,,,,,,,,,,39.0
AS14.09,2014-03-28,8.25,-0.25,0.0,,,,,,,,,,,,,,,,,40.0
AS14.09,2014-03-29,8.0,-0.4,0.0,,,,,,,,,,,,,,,,,41.0
AS14.09,2014-03-30,7.75,-1.0,50.67,,,,,,,,,,,,,,,,,42.0
AS14.09,2014-03-31,7.0,-0.2,0.0,,,,,,,,,,,,,,,,,43.0
AS14.09,2014-04-01,7.6,0.0,0.0,,,,,,,,,,,,,,,,,44.0
AS14.09,2014-04-02,6.2,0.2,32.864000000000004,,,,,,,,,,,,,,,,,45.0
AS14.09,2014-04-03,7.6,0.0,0.0,,,,,,,,,,,,,,,,,46.0
AS14.09,2014-04-04,7.25,-0.75,0.0,,,,,,,,,,,,,,,,,47.0
AS14.09,2014-04-05,7.5,0.0,0.0,,,,,,,,,,,,,,,,,48.0
AS14.09,2014-04-06,6.8,-0.4,24.224,,,,,,,,,,,,,,,,,49.0
AS14.09,2014-04-07,6.2,-0.5,90.352,,,,,,,,,,,,,,,,,50.0
AS14.09,2014-04-08,7.2,0.0,0.0,,,,,,,,,,,,,,,,,51.0
AS14.09,2014-04-09,6.5,0.25,0.0,,,,,,,,,,,,,,,,,52.0
AS14.09,2014-04-10,6.0,0.75,0.0,,,,,,,,,,,,,,,,,53.0
AS14.09,2014-04-11,6.8,0.0,0.0,,,,,,,,,,,,,,,,,54.0
AS14.09,2014-04-12,7.0,0.0,0.0,,,,,,,,,,,,,,,,,55.0
AS14.09,2014-04-13,6.0,-0.8,0.0,,,,,,,,,,,,,,,,,56.0
AS14.09,2014-04-14,5.8,-0.2,0.0,,,,,,,,,,,,,,,,,57.0
AS14.09,2014-04-15,6.0,0.0,0.0,,,,,,,,,,,,,,,,,58.0
AS14.09,2014-04-16,5.5,-0.5,0.0,,,,,,,,,,,,,,,,,59.0
AS14.09,2014-04-17,7.0,0.0,0.0,,,,,,,,,,,,,,,,,60.0
AS14.09,2014-04-18,6.6,-1.2,0.0,,,,,,,,,,,,,,,,,61.0
AS14.09,2014-04-19,8.0,0.25,0.0,,,,,,,,,,,,,,,,,62.0
AS14.09,2014-04-20,6.25,0.0,0.0,,,,,,,,,,,,,,,,,63.0
AS14.09,2014-04-21,6.5,-1.0,0.0,,,,,,,,,,,,,,,,,64.0
AS14.09,2014-04-22,6.6,-0.2,0.0,,,,,,,,,,,,,,,,,65.0
AS14.09,2014-04-23,6.333333333333333,-0.3333333333333333,0.0,,,,,,,,,,,,,,,,,66.0
AS14.09,2014-04-24,7.2,0.2,5.032,,,,,,,,,,,,,,,,,67.0
AS14.09,2014-04-25,7.25,0.25,14.065999999999999,,,,,,,,,,,,,,,,,68.0
AS14.09,2014-04-26,8.0,0.0,25.462,,,,,,,,,,,,,,,,,69.0
AS14.09,2014-04-27,6.25,-1.0,0.25,,,,,,,,,,,,,,,,,70.0
AS14.09,2014-04-28,6.6,0.0,0.6,,,,,,,,,,,,,,,,,71.0
AS14.09,2014-04-29,6.75,-0.5,0.5,,,,,,,,,,,,,,,,,72.0
AS14.09,2014-04-30,7.0,-0.5,0.75,,,,,,,,,,,,,,,,,73.0
AS14.09,2014-05-01,7.5,-0.25,0.75,,,,,,,,,,,,,,,,,74.0
AS14.09,2014-05-02,7.6,0.0,0.8,,,,,,,,,,,,,,,,,75.0
AS14.09,2014-05-03,7.75,0.25,0.75,,,,,,,,,,,,,,,,,76.0
AS14.09,2014-05-04,6.6,0.2,0.4,,,,,,,,,,,,,,,,,77.0
AS14.09,2014-05-05,6.0,-1.0,0.5,,,,,,,,,,,,,,,,,78.0
AS14.12,2014-03-15,5.5,0.0,3.0,,,,,,,,,,,,,,,,,27.0
AS14.12,2014-03-27,7.0,-0.5,5.052,,,,,,,,,,,,,,,,,39.0
AS14.12,2014-03-28,6.75,0.0,14.169,,,,,,,,,,,,,,,,,40.0
AS14.12,2014-03-29,6.75,1.0,8.120000000000001,,,,,,,,,,,,,,,,,41.0
AS14.12,2014-03-30,5.8,-0.2,15.116999999999997,,,,,,,,,,,,,,,,,42.0
AS14.12,2014-03-31,6.4,0.4,0.0,,,,,,,,,,,,,,,,,43.0
AS14.12,2014-04-01,6.4,0.4,0.0,,,,,,,,,,,,,,,,,44.0
AS14.12,2014-04-02,6.0,-0.4,0.0,,,,,,,,,,,,,,,,,45.0
AS14.12,2014-04-03,5.4,0.4,0.0,,,,,,,,,,,,,,,,,46.0
AS14.12,2014-04-04,6.5,0.75,0.0,,,,,,,,,,,,,,,,,47.0
AS14.12,2014-04-05,6.2,0.0,0.0,,,,,,,,,,,,,,,,,48.0
AS14.12,2014-04-06,6.25,0.25,0.0,,,,,,,,,,,,,,,,,49.0
AS14.12,2014-04-07,6.4,0.2,42.898,,,,,,,,,,,,,,,,,50.0
AS14.12,2014-04-08,6.25,0.0,0.0,,,,,,,,,,,,,,,,,51.0
AS14.12,2014-04-09,5.25,0.0,17.396,,,,,,,,,,,,,,,,,52.0
AS14.12,2014-04-10,6.4,0.2,0.0,,,,,,,,,,,,,,,,,53.0
AS14.12,2014-04-11,6.6,-0.5,0.0,,,,,,,,,,,,,,,,,54.0
AS14.12,2014-04-12,6.8,0.0,12.068,,,,,,,,,,,,,,,,,55.0
AS14.12,2014-04-13,5.6,0.6,5.019,,,,,,,,,,,,,,,,,56.0
AS14.12,2014-04-14,6.6,-0.4,10.109,,,,,,,,,,,,,,,,,57.0
AS14.12,2014-04-15,6.8,0.2,5.127999999999999,,,,,,,,,,,,,,,,,58.0
AS14.12,2014-04-16,7.0,0.0,0.0,,,,,,,,,,,,,,,,,59.0
AS14.12,2014-04-17,6.8,-0.6,5.022,,,,,,,,,,,,,,,,,60.0
AS14.12,2014-04-18,6.6,-0.6,4.026,,,,,,,,,,,,,,,,,61.0
AS14.12,2014-04-19,5.8,0.4,0.0,,,,,,,,,,,,,,,,,62.0
AS14.12,2014-04-20,6.4,0.4,7.142,,,,,,,,,,,,,,,,,63.0
AS14.12,2014-04-21,6.0,-0.25,3.0380000000000003,,,,,,,,,,,,,,,,,64.0
AS14.12,2014-04-22,6.5,0.25,4.156000000000001,,,,,,,,,,,,,,,,,65.0
AS14.12,2014-04-23,5.8,0.0,0.0,,,,,,,,,,,,,,,,,66.0
AS14.12,2014-04-24,6.6,-0.6,0.0,,,,,,,,,,,,,,,,,67.0
AS14.12,2014-04-25,5.6,0.2,44.409,,,,,,,,,,,,,,,,,68.0
AS14.12,2014-04-26,7.0,0.25,22.066,,,,,,,,,,,,,,,,,69.0
AS14.12,2014-04-27,6.0,0.0,86.67200000000001,,,,,,,,,,,,,,,,,70.0
AS14.12,2014-04-28,6.6,-0.6,0.0,,,,,,,,,,,,,,,,,71.0
AS14.12,2014-04-29,6.0,-0.4,0.0,,,,,,,,,,,,,,,,,72.0
AS14.12,2014-04-30,6.25,-0.25,4.11,,,,,,,,,,,,,,,,,73.0
AS14.12,2014-05-01,6.2,-0.2,5.048000000000001,,,,,,,,,,,,,,,,,74.0
AS14.12,2014-05-02,5.5,0.0,4.063,,,,,,,,,,,,,,,,,75.0
AS14.12,2014-05-03,5.6,-0.4,22.674,,,,,,,,,,,,,,,,,76.0
AS14.12,2014-05-04,4.8,-0.8,4638.61,,,,,,,,,,,,,,,,,77.0
AS14.12,2014-05-05,6.0,0.0,517.579,,,,,,,,,,,,,,,,,78.0
AS14.13,2014-03-13,7.0,-2.0,174.092,,,,,,,,,,,,,,,,,25.0
AS14.13,2014-03-14,7.8,0.2,2862.415,,,,,,,,,,,,,,,,,26.0
AS14.13,2014-03-15,7.0,0.2,0.0,,,,,,,,,,,,,,,,,27.0
AS14.13,2014-03-16,6.4,-1.0,141.978,,,,,,,,,,,,,,,,,28.0
AS14.13,2014-03-17,6.6,0.0,12.518,,,,,,,,,,,,,,,,,29.0
AS14.13,2014-03-18,7.0,-0.2,0.0,,,,,,,,,,,,,,,,,30.0
AS14.13,2014-03-19,7.8,-0.2,0.0,,,,,,,,,,,,,,,,,31.0
AS14.13,2014-03-20,6.4,0.8,0.0,,,,,,,,,,,,,,,,,32.0
AS14.13,2014-03-21,6.4,0.6,0.0,,,,,,,,,,,,,,,,,33.0
AS14.13,2014-03-22,8.4,1.4,0.0,,,,,,,,,,,,,,,,,34.0
AS14.13,2014-03-23,7.4,1.6,0.0,,,,,,,,,,,,,,,,,35.0
AS14.13,2014-03-24,8.8,1.0,0.0,,,,,,,,,,,,,,,,,36.0
AS14.13,2014-03-25,7.6,1.2,25.496,,,,,,,,,,,,,,,,,37.0
AS14.13,2014-03-26,8.4,-1.0,0.0,,,,,,,,,,,,,,,,,38.0
AS14.13,2014-03-27,7.4,-1.2,0.0,,,,,,,,,,,,,,,,,39.0
AS14.13,2014-03-28,7.6,-1.0,0.0,,,,,,,,,,,,,,,,,40.0
AS14.13,2014-03-29,7.2,-1.8,43.997,,,,,,,,,,,,,,,,,41.0
AS14.13,2014-03-30,6.2,-0.6,0.0,,,,,,,,,,,,,,,,,42.0
AS14.13,2014-03-31,7.0,-1.2,0.0,,,,,,,,,,,,,,,,,43.0
AS14.13,2014-04-01,7.5,-1.5,0.0,,,,,,,,,,,,,,,,,44.0
AS14.13,2014-04-02,7.4,-1.2,0.0,,,,,,,,,,,,,,,,,45.0
AS14.13,2014-04-03,7.6,-0.8,0.0,,,,,,,,,,,,,,,,,46.0
AS14.13,2014-04-04,7.8,-0.6,0.0,,,,,,,,,,,,,,,,,47.0
AS14.13,2014-04-05,6.8,0.2,0.0,,,,,,,,,,,,,,,,,48.0
AS14.13,2014-04-06,6.25,0.25,0.0,,,,,,,,,,,,,,,,,49.0
AS14.13,2014-04-07,7.4,-0.4,0.0,,,,,,,,,,,,,,,,,50.0
AS14.13,2014-04-08,8.2,0.8,24.576,,,,,,,,,,,,,,,,,51.0
AS14.13,2014-04-09,7.8,-0.2,316.434,,,,,,,,,,,,,,,,,52.0
AS14.13,2014-04-10,7.6,0.6,0.0,,,,,,,,,,,,,,,,,53.0
AS14.13,2014-04-11,6.8,0.6,0.0,,,,,,,,,,,,,,,,,54.0
AS14.13,2014-04-12,6.8,0.6,0.0,,,,,,,,,,,,,,,,,55.0
AS14.13,2014-04-13,6.6,0.2,0.0,,,,,,,,,,,,,,,,,56.0
AS14.13,2014-04-14,6.8,-0.6,0.0,,,,,,,,,,,,,,,,,57.0
AS14.13,2014-04-15,6.0,-0.8,0.0,,,,,,,,,,,,,,,,,58.0
AS14.13,2014-04-16,6.0,-0.25,0.0,,,,,,,,,,,,,,,,,59.0
AS14.13,2014-04-17,6.4,-1.2,0.0,,,,,,,,,,,,,,,,,60.0
AS14.13,2014-04-18,3.5,-1.0,0.0,,,,,,,,,,,,,,,,,61.0
AS14.13,2014-04-19,7.2,-0.6,0.0,,,,,,,,,,,,,,,,,62.0
AS14.13,2014-04-20,6.6,-1.6,0.0,,,,,,,,,,,,,,,,,63.0
AS14.13,2014-04-21,7.4,-1.4,0.0,,,,,,,,,,,,,,,,,64.0
AS14.13,2014-04-22,5.75,-1.25,0.0,,,,,,,,,,,,,,,,,65.0
AS14.13,2014-04-23,7.4,-0.8,0.0,,,,,,,,,,,,,,,,,66.0
AS14.13,2014-04-24,7.666666666666667,1.0,0.0,,,,,,,,,,,,,,,,,67.0
AS14.13,2014-04-25,7.75,-0.25,0.0,,,,,,,,,,,,,,,,,68.0
AS14.13,2014-04-26,8.8,-1.8,0.0,,,,,,,,,,,,,,,,,69.0
AS14.13,2014-04-27,8.0,-0.5,69.928,,,,,,,,,,,,,,,,,70.0
AS14.13,2014-04-28,8.166666666666666,-1.6666666666666667,0.0,,,,,,,,,,,,,,,,,71.0
AS14.13,2014-04-29,8.5,-1.25,0.0,,,,,,,,,,,,,,,,,72.0
AS14.13,2014-04-30,7.833333333333333,-1.1666666666666667,0.0,,,,,,,,,,,,,,,,,73.0
AS14.13,2014-05-01,8.333333333333334,-1.0,142.69000000000003,,,,,,,,,,,,,,,,,74.0
AS14.13,2014-05-02,8.0,-1.4,243.95600000000002,,,,,,,,,,,,,,,,,75.0
AS14.13,2014-05-03,7.25,-0.75,69.036,,,,,,,,,,,,,,,,,76.0
AS14.13,2014-05-04,8.0,-1.0,1.0,,,,,,,,,,,,,,,,,77.0
AS14.14,2014-03-20,7.0,0.3333333333333333,0.0,,,,,,,,,,,,,,,,,32.0
AS14.14,2014-03-21,6.4,-0.6,63.638000000000005,,,,,,,,,,,,,,,,,33.0
AS14.14,2014-03-22,5.8,-0.6,12.133,,,,,,,,,,,,,,,,,34.0
AS14.14,2014-03-23,6.0,-0.6,0.0,,,,,,,,,,,,,,,,,35.0
AS14.14,2014-03-24,6.5,-1.0,210.029,,,,,,,,,,,,,,,,,36.0
AS14.14,2014-03-25,5.75,-0.25,1469.5229999999997,,,,,,,,,,,,,,,,,37.0
AS14.14,2014-03-26,7.0,-0.2,104.189,,,,,,,,,,,,,,,,,38.0
AS14.14,2014-03-27,6.6,-1.0,1.008,,,,,,,,,,,,,,,,,39.0
AS14.14,2014-03-28,6.2,-0.4,13.838000000000001,,,,,,,,,,,,,,,,,40.0
AS14.14,2014-03-29,8.0,-0.25,0.0,,,,,,,,,,,,,,,,,41.0
AS14.14,2014-03-30,6.5,-1.0,0.0,,,,,,,,,,,,,,,,,42.0
AS14.14,2014-03-31,6.75,-0.25,0.0,,,,,,,,,,,,,,,,,43.0
AS14.14,2014-04-01,6.2,0.0,0.0,,,,,,,,,,,,,,,,,44.0
AS14.14,2014-04-02,7.0,-1.0,0.0,,,,,,,,,,,,,,,,,45.0
AS14.14,2014-04-03,7.333333333333333,-0.5,0.0,,,,,,,,,,,,,,,,,46.0
AS14.14,2014-04-04,7.5,-1.0,0.0,,,,,,,,,,,,,,,,,47.0
AS14.14,2014-04-05,7.4,-1.6,0.0,,,,,,,,,,,,,,,,,48.0
AS14.14,2014-04-06,7.4,-1.0,0.0,,,,,,,,,,,,,,,,,49.0
AS14.14,2014-04-07,7.0,-0.2,0.0,,,,,,,,,,,,,,,,,50.0
AS14.14,2014-04-08,6.8,-0.2,0.0,,,,,,,,,,,,,,,,,51.0
AS14.14,2014-04-09,8.0,0.3333333333333333,0.0,,,,,,,,,,,,,,,,,52.0
